step,loss_total,loss_dsm,loss_sym,loss_loop,loss_loop_multi,loss_cycle,loss_match,grad_norm_mean,grad_norm_max,nan_count,step_time_ms,imgs_per_sec,vram_peak_mb
1,11.679502487182617,11.679502487182617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,181.3944210007321,5645.157080083886,0.0
2,29.636470794677734,12.224508285522461,0.0,0.0,0.0,0.0,87.05980682373047,0.0,0.0,0,170.38188600417925,6010.028554179067,0.0
3,11.269194602966309,11.269194602966309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200.96643100259826,5095.37834200161,0.0
4,27.597002029418945,10.926187515258789,0.0,0.0,0.0,1.3849780771124642e-05,83.35406494140625,0.0,0.0,0,127.80654699599836,8012.109113878661,0.0
5,11.256501197814941,11.256501197814941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92.20096700300928,11106.174189762873,0.0
6,27.676925659179688,11.546839714050293,0.0,0.0,0.0,0.0,80.65042877197266,0.0,0.0,0,102.77361999760615,9963.646313361847,0.0
7,11.288360595703125,11.288360595703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.87158600374823,10462.689344390346,0.0
8,26.153898239135742,11.396766662597656,0.0,0.0,0.0,0.0001392314297845587,73.78558349609375,0.0,0.0,0,96.82676100055687,10575.588705214572,0.0
9,12.342269897460938,12.342269897460938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46.25055700307712,22140.273898363466,0.0
10,29.314701080322266,11.206648826599121,0.0,0.0,0.0,0.0,90.54025268554688,0.0,0.0,0,149.43643500009784,6852.411863273703,0.0
11,11.747835159301758,11.747835159301758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92.16921500046737,11110.00023158283,0.0
12,28.962461471557617,11.495122909545898,0.0,0.0,0.0,0.00031430672970600426,87.33654022216797,0.0,0.0,0,140.54122700326843,7286.11825750024,0.0
13,11.169350624084473,11.169350624084473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84.32248700410128,12143.854342794642,0.0
14,26.9827880859375,11.483983039855957,0.0,0.0,0.0,0.0,77.4940185546875,0.0,0.0,0,188.2406919976347,5439.844005741686,0.0
15,11.637968063354492,11.637968063354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,194.57454700022936,5262.764404630956,0.0
16,26.7354679107666,11.111658096313477,0.0,0.0,0.0,0.00036890688352286816,78.11886596679688,0.0,0.0,0,72.33257000189042,14156.831424256565,0.0
17,11.339787483215332,11.339787483215332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64.9490549985785,15766.203219160181,0.0
18,27.964828491210938,11.18078899383545,0.0,0.0,0.0,0.0,83.92020416259766,0.0,0.0,0,141.83940799557604,7219.43227535142,0.0
19,11.229645729064941,11.229645729064941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57.12603600113653,17925.276663334866,0.0
20,26.423912048339844,11.262231826782227,0.0,0.0,0.0,0.0005755852325819433,75.80812072753906,0.0,0.0,0,63.44766999973217,16139.284547475465,0.0
21,11.740042686462402,11.740042686462402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.894666998123284,19732.27807853612,0.0
22,28.401243209838867,11.556070327758789,0.0,0.0,0.0,0.0,84.22586059570312,0.0,0.0,0,67.02837999910116,15277.110979166313,0.0
23,11.693842887878418,11.693842887878418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65.67821699718479,15591.166246853083,0.0
24,25.4017276763916,11.277057647705078,0.0,0.0,0.0,0.0010899993358179927,70.622802734375,0.0,0.0,0,140.22516600380186,7302.540829028056,0.0
25,11.438979148864746,11.438979148864746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.91567300062161,19724.294048691983,0.0
26,27.685909271240234,11.441622734069824,0.0,0.0,0.0,0.0,81.22142791748047,0.0,0.0,0,82.94932599528693,12344.886323225608,0.0
27,11.503125190734863,11.503125190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,54.85352600226179,18667.897483158642,0.0
28,26.191469192504883,10.989603042602539,0.0,0.0,0.0,0.001286763115786016,76.00869750976562,0.0,0.0,0,192.48695299756946,5319.84108041302,0.0
29,10.684574127197266,10.684574127197266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48.57948800054146,21078.855338874437,0.0
30,27.905529022216797,10.984617233276367,0.0,0.0,0.0,0.0,84.60455322265625,0.0,0.0,0,65.16870299674338,15713.063984888136,0.0
31,11.727782249450684,11.727782249450684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.28463300614385,14364.947350037475,0.0
32,25.597246170043945,11.201761245727539,0.0,0.0,0.0,0.0015441618161275983,71.97665405273438,0.0,0.0,0,102.80317900469527,9960.781465262193,0.0
33,10.404740333557129,10.404740333557129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57.23702599789249,17890.51723333257,0.0
34,27.468891143798828,11.763370513916016,0.0,0.0,0.0,0.0,78.52760314941406,0.0,0.0,0,93.43278600135818,10959.750252819333,0.0
35,11.627318382263184,11.627318382263184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.88327899714932,11392.552779838801,0.0
36,26.592988967895508,11.594151496887207,0.0,0.0,0.0,0.0019281679997220635,74.99321746826172,0.0,0.0,0,65.82114099728642,15557.311594495392,0.0
37,11.1616792678833,11.1616792678833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66.19934600166744,15468.430760240553,0.0
38,26.542335510253906,10.665915489196777,0.0,0.0,0.0,0.0,79.3821029663086,0.0,0.0,0,66.19103800039738,15470.372288070967,0.0
39,11.323131561279297,11.323131561279297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55.898031998367514,18319.07069697741,0.0
40,25.805496215820312,11.13351821899414,0.0,0.0,0.0,0.0036156829446554184,73.35807800292969,0.0,0.0,0,75.42347499838797,13576.674901572567,0.0
41,10.012575149536133,10.012575149536133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,60.62629500229377,16890.360856807387,0.0
42,24.762313842773438,10.713479042053223,0.0,0.0,0.0,0.0,70.24417877197266,0.0,0.0,0,144.88538399746176,7067.655630591002,0.0
43,10.726922988891602,10.726922988891602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81.06898999540135,12631.216943224365,0.0
44,23.90732192993164,10.79132080078125,0.0,0.0,0.0,0.002138725481927395,65.57893371582031,0.0,0.0,0,134.66383299964946,7604.120402563215,0.0
45,10.595978736877441,10.595978736877441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.53214500233298,10499.102628938446,0.0
46,23.33759307861328,10.993416786193848,0.0,0.0,0.0,0.0,61.72087478637695,0.0,0.0,0,168.37784300150815,6081.560267943497,0.0
47,10.158175468444824,10.158175468444824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,159.6504429980996,6414.012894484666,0.0
48,22.72856330871582,10.779483795166016,0.0,0.0,0.0,0.0038289811927825212,59.743473052978516,0.0,0.0,0,172.88924300373765,5922.867046030518,0.0
49,10.56296443939209,10.56296443939209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,64.31085900112521,15922.660899026145,0.0
50,24.49605941772461,10.408208847045898,0.0,0.0,0.0,0.0,70.43925476074219,0.0,0.0,0,104.55778500181623,9793.627514031716,0.0
