step,loss_total,loss_dsm,loss_sym,loss_loop,loss_loop_multi,loss_cycle,loss_match,grad_norm_mean,grad_norm_max,nan_count,step_time_ms,imgs_per_sec,vram_peak_mb
1,12.536153793334961,12.536153793334961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.51932899549138,24663.21168415793,0.0
2,11.751131057739258,11.751131057739258,0.0,4.841876677375012e-09,4.841876677375012e-09,0.0,0.0,0.0,0.0,0,29.899673994805198,34247.86504956244,0.0
3,12.425689697265625,12.425689697265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25.17721900221659,40671.688160231184,0.0
4,948.620849609375,12.321301460266113,0.0,9.86962067628383e-10,9.86962067628383e-10,10376.306640625,0.0,0.0,0.0,0,32.35548499651486,31648.420665315298,0.0
5,12.73532485961914,12.73532485961914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23.306683004193474,43935.89597523405,0.0
6,12.451672554016113,12.451672554016113,0.0,1.5317306534257114e-08,1.5317306534257114e-08,0.0,0.0,0.0,0.0,0,24.336385002243333,42076.91487070111,0.0
7,12.843465805053711,12.843465805053711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.14770099701127,19636.532012383217,0.0
8,849.2821044921875,12.094889640808105,0.0,5.42429745564732e-09,5.42429745564732e-09,9504.2099609375,0.0,0.0,0.0,0,60.13249700481538,17029.061672226893,0.0
9,12.943286895751953,12.943286895751953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51.62096000276506,19836.903458307435,0.0
10,12.29385757446289,12.29385757446289,0.0,8.267444506770971e-10,8.267444506770971e-10,0.0,0.0,0.0,0.0,0,78.01797200227156,13125.18095151442,0.0
11,12.382667541503906,12.382667541503906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.45591599692125,14330.513935950665,0.0
12,710.6253662109375,12.882256507873535,0.0,3.129595471662583e-09,3.129595471662583e-09,8425.5771484375,0.0,0.0,0.0,0,105.3615679993527,9718.91382639912,0.0
13,12.123058319091797,12.123058319091797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,178.78641999413958,5727.504359858907,0.0
14,12.042298316955566,12.042298316955566,0.0,4.5774608992132926e-08,4.5774608992132926e-08,0.0,0.0,0.0,0.0,0,72.15569500112906,14191.534015214971,0.0
15,12.020013809204102,12.020013809204102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69.1443870018702,14809.58967750055,0.0
16,740.4920654296875,11.967841148376465,0.0,1.1354674978036883e-09,1.1354674978036883e-09,8234.0927734375,0.0,0.0,0.0,0,95.48538800299866,10724.153940368782,0.0
17,11.874407768249512,11.874407768249512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36.49663700343808,28057.379640308678,0.0
18,12.304170608520508,12.304170608520508,0.0,5.647516232443195e-09,5.647516232443195e-09,0.0,0.0,0.0,0.0,0,61.52070499956608,16644.802753921995,0.0
19,12.486825942993164,12.486825942993164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92.14415899623418,11113.021282682168,0.0
20,805.4886474609375,12.340292930603027,0.0,6.879371738932605e-09,6.879371738932605e-09,9105.201171875,0.0,0.0,0.0,0,60.85575500037521,16826.67481479256,0.0
21,11.834830284118652,11.834830284118652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.65260400198167,26492.393628835478,0.0
22,11.992361068725586,11.992361068725586,0.0,3.301321171989002e-08,3.301321171989002e-08,0.0,0.0,0.0,0.0,0,45.913337999081705,22302.887235523598,0.0
23,11.902552604675293,11.902552604675293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.362922995584086,23614.6442458291,0.0
24,652.0791625976562,11.911958694458008,0.0,1.0487302581907443e-08,1.0487302581907443e-08,7219.50634765625,0.0,0.0,0.0,0,42.761287004395854,23946.8938316738,0.0
25,12.371195793151855,12.371195793151855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52.709749004861806,19427.14619842999,0.0
26,12.227347373962402,12.227347373962402,0.0,1.9530148165358696e-08,1.9530148165358696e-08,0.0,0.0,0.0,0.0,0,65.2201810007682,15700.661732109249,0.0
27,11.991820335388184,11.991820335388184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34.65822099678917,29545.659602518725,0.0
28,562.7904663085938,12.193079948425293,0.0,5.533315583505782e-09,5.533315583505782e-09,6495.52685546875,0.0,0.0,0.0,0,105.72220099857077,9685.761271786645,0.0
29,11.576502799987793,11.576502799987793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.618915005528834,24604.197391113332,0.0
30,11.761446952819824,11.761446952819824,0.0,1.7839708377209718e-08,1.7839708377209718e-08,0.0,0.0,0.0,0.0,0,74.12078399647726,13815.288300899081,0.0
31,12.213688850402832,12.213688850402832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40.41004299506312,25340.235350036666,0.0
32,538.9446411132812,12.138618469238281,0.0,3.715057372843944e-09,3.715057372843944e-09,6047.63916015625,0.0,0.0,0.0,0,39.5055240005604,25920.425710224074,0.0
33,11.825942993164062,11.825942993164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57.224034004320856,17894.57904912261,0.0
34,11.699941635131836,11.699941635131836,0.0,4.7646253165112284e-08,4.7646253165112284e-08,0.0,0.0,0.0,0.0,0,101.89268999965861,10049.788655137389,0.0
35,11.958236694335938,11.958236694335938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,115.30209500051569,8881.01816359382,0.0
36,927.887451171875,11.563983917236328,0.0,3.6876439679645046e-09,3.6876439679645046e-09,10243.6162109375,0.0,0.0,0.0,0,57.457139002508484,17821.980310493596,0.0
37,11.493261337280273,11.493261337280273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47.02025999722537,21777.846401964292,0.0
38,11.901580810546875,11.901580810546875,0.0,6.925609596919458e-08,6.925609596919458e-08,0.0,0.0,0.0,0.0,0,53.37407499609981,19185.34419706246,0.0
39,11.611235618591309,11.611235618591309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65.76225200115005,15571.242906676804,0.0
40,687.5813598632812,11.601186752319336,0.0,5.581124185027875e-08,5.581124185027875e-08,7640.21728515625,0.0,0.0,0.0,0,48.72592400352005,21015.50706203179,0.0
41,11.416117668151855,11.416117668151855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41.454287005763035,24701.908390262313,0.0
42,11.339266777038574,11.339266777038574,0.0,4.644660478447804e-08,4.644660478447804e-08,0.0,0.0,0.0,0.0,0,73.33391299471259,13963.52598931726,0.0
43,10.61425495147705,10.61425495147705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35.808702996291686,28596.400157415486,0.0
44,542.449462890625,11.422266006469727,0.0,2.3815773886326497e-07,2.3815773886326497e-07,6123.556640625,0.0,0.0,0.0,0,87.57363299810095,11693.017235247116,0.0
45,11.378758430480957,11.378758430480957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67.46737199864583,15177.706936925797,0.0
46,11.309617042541504,11.309617042541504,0.0,1.24274549762049e-07,1.24274549762049e-07,0.0,0.0,0.0,0.0,0,41.44019900559215,24710.30604514752,0.0
