step,loss_total,loss_dsm,loss_sym,loss_loop,loss_loop_multi,loss_cycle,loss_match,grad_norm_mean,grad_norm_max,nan_count,step_time_ms,imgs_per_sec,vram_peak_mb
1,11.679502487182617,11.679502487182617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58.97408299642848,17363.55951583027,0.0
2,28.934608459472656,12.224508285522461,0.0,0.0,0.0,0.0,83.55049896240234,0.0,0.0,0,258.9955020011985,3953.7366173844266,0.0
3,11.158885955810547,11.158885955810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170.8675720001338,5992.94522660624,0.0
4,28.60919189453125,12.06877613067627,0.0,0.0,0.0,1.8554430561423807e-11,82.70207977294922,0.0,0.0,0,175.36534600367304,5839.238044091973,0.0
5,11.362443923950195,11.362443923950195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,88.31411899882369,11594.974978051237,0.0
6,28.16455841064453,11.586918830871582,0.0,0.0,0.0,0.0,82.88819885253906,0.0,0.0,0,196.2354800052708,5218.220476605432,0.0
7,11.579635620117188,11.579635620117188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63.20143400080269,16202.164020313126,0.0
8,27.62759780883789,11.367002487182617,0.0,0.0,0.0,1.432576696158705e-10,81.30297088623047,0.0,0.0,0,127.84277500031749,8009.838647490692,0.0
9,11.731738090515137,11.731738090515137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.27946099633118,20779.44805598089,0.0
10,29.14366340637207,12.635101318359375,0.0,0.0,0.0,0.0,82.54280853271484,0.0,0.0,0,88.54006799811032,11565.38528998933,0.0
11,11.961637496948242,11.961637496948242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,97.38105699943844,10515.39212606724,0.0
12,26.867414474487305,10.65174674987793,0.0,0.0,0.0,6.748724357130698e-10,81.07833862304688,0.0,0.0,0,143.75049399677664,7123.45378112552,0.0
13,11.432838439941406,11.432838439941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49.525757000083104,20676.110008743162,0.0
14,27.124473571777344,11.08678150177002,0.0,0.0,0.0,0.0,80.18846130371094,0.0,0.0,0,121.39651900361059,8435.167733018308,0.0
15,11.542573928833008,11.542573928833008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.14490300230682,11486.915858481576,0.0
16,27.985483169555664,11.953102111816406,0.0,0.0,0.0,1.4012183635614406e-09,80.16190338134766,0.0,0.0,0,90.94513099989854,11259.53625819883,0.0
17,10.645576477050781,10.645576477050781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38.16380799980834,26831.704006192005,0.0
18,27.271987915039062,11.471315383911133,0.0,0.0,0.0,0.0,79.00336456298828,0.0,0.0,0,188.5001150003518,5432.357428525117,0.0
19,11.43034839630127,11.43034839630127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86.0452209963114,11900.719042187095,0.0
20,26.671632766723633,11.054269790649414,0.0,0.0,0.0,3.236505285997282e-09,78.0868148803711,0.0,0.0,0,195.17054399329936,5246.693374155662,0.0
21,11.22923469543457,11.22923469543457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72.26043400441995,14170.963876820406,0.0
22,27.127927780151367,11.660990715026855,0.0,0.0,0.0,0.0,77.33468627929688,0.0,0.0,0,106.92304699477972,9576.981097910486,0.0
23,10.983924865722656,10.983924865722656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,108.3321500045713,9452.410941320652,0.0
24,26.03234100341797,10.604783058166504,0.0,0.0,0.0,1.6434795746533837e-09,77.13778686523438,0.0,0.0,0,227.6523540058406,4498.086586768738,0.0
25,11.42823314666748,11.42823314666748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50.5506140034413,20256.925067819946,0.0
26,26.353321075439453,11.133365631103516,0.0,0.0,0.0,0.0,76.09977722167969,0.0,0.0,0,115.38814600498881,8874.395121624775,0.0
27,11.542867660522461,11.542867660522461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44.28517400083365,23122.86274365149,0.0
28,25.51428985595703,10.490297317504883,0.0,0.0,0.0,3.6132457026383236e-09,75.11996459960938,0.0,0.0,0,141.66582500183722,7228.278238500499,0.0
29,11.099785804748535,11.099785804748535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,233.4764180050115,4385.881917967493,0.0
30,26.08639144897461,11.218255043029785,0.0,0.0,0.0,0.0,74.3406753540039,0.0,0.0,0,209.49560499866493,4887.930703875749,0.0
31,11.442459106445312,11.442459106445312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,111.57465799624333,9177.711304608953,0.0
32,25.731609344482422,11.002490997314453,0.0,0.0,0.0,3.119018154862374e-09,73.64558410644531,0.0,0.0,0,297.29788300028304,3444.356850664238,0.0
33,10.902373313903809,10.902373313903809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76.53538200247567,13379.43279576075,0.0
34,25.386661529541016,10.865150451660156,0.0,0.0,0.0,0.0,72.60755157470703,0.0,0.0,0,217.77253199979896,4702.154080666818,0.0
35,10.783686637878418,10.783686637878418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,167.90671399940038,6098.624501719788,0.0
36,24.938812255859375,10.827916145324707,0.0,0.0,0.0,9.720086957543117e-09,70.55447387695312,0.0,0.0,0,239.47603099804837,4276.002052198473,0.0
37,10.716877937316895,10.716877937316895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71.28236599965021,14365.404201160003,0.0
